ligand,receptor,cell_from_logFC,cell_from_q.value,cell_from,cell_to_logFC,cell_to_q.value,cell_to,comm_type
CDH1,ITGAE,0.627241058,2.27E-09,Ciliated,-0.101340207,1,Aveolar cells,other
CDH1,ITGB7,0.627241058,2.27E-09,Ciliated,-0.306531154,0.02994355,Aveolar cells,other
CDH1,LRP5,0.627241058,2.27E-09,Ciliated,0.143199661,1,Aveolar cells,other
CDH1,PTPRF,0.627241058,2.27E-09,Ciliated,0.42309425,1,Aveolar cells,other
CGN,F11R,0.801856464,1.04E-17,Ciliated,0.405748425,1,Aveolar cells,other
CGN,OCLN,0.801856464,1.04E-17,Ciliated,0.772664887,1,Aveolar cells,other
CGN,TGFBR2,0.801856464,1.04E-17,Ciliated,0.332569351,1,Aveolar cells,other
COL16A1,ITGB1,0.436104055,0.000367958,Ciliated,0.451650607,1,Aveolar cells,other
CP,SLC40A1,0.435987826,2.06E-10,Ciliated,0.20814852,1,Aveolar cells,other
CTGF,ITGA5,1.352081319,9.95E-28,Ciliated,-0.253992407,1,Aveolar cells,other
CTGF,ITGB2,1.352081319,9.95E-28,Ciliated,-1.215172422,4.41E-08,Aveolar cells,other
CTGF,LRP1,1.352081319,9.95E-28,Ciliated,-0.905994064,0.058859707,Aveolar cells,other
CTGF,LRP6,1.352081319,9.95E-28,Ciliated,0.226459163,1,Aveolar cells,other
CXCL10,SDC4,0.518222853,0.006050106,Ciliated,1.222165891,1,Aveolar cells,other
DUSP18,CD151,0.796425211,1.63E-15,Ciliated,0.369122588,1,Aveolar cells,other
DUSP18,ITGA2,0.796425211,1.63E-15,Ciliated,0.611983623,1,Aveolar cells,other
DUSP18,ITGA3,0.796425211,1.63E-15,Ciliated,0.751828826,1,Aveolar cells,other
DUSP18,ITGA6,0.796425211,1.63E-15,Ciliated,0.157497029,1,Aveolar cells,other
DUSP18,ITGB1,0.796425211,1.63E-15,Ciliated,0.451650607,1,Aveolar cells,other
DUSP18,RPSA,0.796425211,1.63E-15,Ciliated,0.391303048,1,Aveolar cells,other
EFEMP1,EGFR,0.808520217,1.31E-22,Ciliated,0.496472499,1,Aveolar cells,other
FABP5,RXRA,-1.617321888,1.92E-30,Ciliated,-0.314080713,1,Aveolar cells,other
FN1,C5AR1,-1.369768958,4.43E-12,Ciliated,-1.159936414,1.12E-07,Aveolar cells,other
FN1,CD44,-1.369768958,4.43E-12,Ciliated,-0.545412781,1,Aveolar cells,other
FN1,ITGA2,-1.369768958,4.43E-12,Ciliated,0.611983623,1,Aveolar cells,other
FN1,ITGA3,-1.369768958,4.43E-12,Ciliated,0.751828826,1,Aveolar cells,other
FN1,ITGA5,-1.369768958,4.43E-12,Ciliated,-0.253992407,1,Aveolar cells,other
FN1,ITGA6,-1.369768958,4.43E-12,Ciliated,0.157497029,1,Aveolar cells,other
FN1,ITGB1,-1.369768958,4.43E-12,Ciliated,0.451650607,1,Aveolar cells,other
FN1,ITGB6,-1.369768958,4.43E-12,Ciliated,0.469410465,1,Aveolar cells,other
FN1,ITGB7,-1.369768958,4.43E-12,Ciliated,-0.306531154,0.02994355,Aveolar cells,other
FN1,PLAUR,-1.369768958,4.43E-12,Ciliated,-0.539997306,1,Aveolar cells,other
GNAI2,ADCY7,-0.807432168,4.92E-14,Ciliated,-0.688310296,1,Aveolar cells,other
GNAI2,ADORA1,-0.807432168,4.92E-14,Ciliated,-0.101713563,1,Aveolar cells,other
GNAI2,C5AR1,-0.807432168,4.92E-14,Ciliated,-1.159936414,1.12E-07,Aveolar cells,other
GNAI2,CAV1,-0.807432168,4.92E-14,Ciliated,1.807763667,1,Aveolar cells,other
GNAI2,EGFR,-0.807432168,4.92E-14,Ciliated,0.496472499,1,Aveolar cells,other
GNAI2,FPR1,-0.807432168,4.92E-14,Ciliated,-0.575293372,1,Aveolar cells,other
GNAI2,IGF1R,-0.807432168,4.92E-14,Ciliated,0.140961313,1,Aveolar cells,other
GNAI2,S1PR4,-0.807432168,4.92E-14,Ciliated,-0.185628301,1,Aveolar cells,other
GNAI2,UNC5B,-0.807432168,4.92E-14,Ciliated,-0.672882068,0.839349967,Aveolar cells,other
GZMB,CHRM3,0.452680124,0.006050106,Ciliated,-0.155650882,0.493090788,Aveolar cells,other
GZMB,IGF2R,0.452680124,0.006050106,Ciliated,-0.300743169,1,Aveolar cells,other
GZMB,PGRMC1,0.452680124,0.006050106,Ciliated,0.427973353,1,Aveolar cells,other
HLA-B,CANX,-0.356337408,4.32E-06,Ciliated,-0.173296623,1,Aveolar cells,other
HLA-B,LILRB1,-0.356337408,4.32E-06,Ciliated,-0.169203002,1,Aveolar cells,other
HLA-C,DDR1,-0.751832194,8.42E-18,Ciliated,0.377404837,1,Aveolar cells,other
HLA-C,LILRB1,-0.751832194,8.42E-18,Ciliated,-0.169203002,1,Aveolar cells,other
HP,ASGR1,-2.0462325,4.43E-23,Ciliated,-0.512148088,0.007339885,Aveolar cells,other
HP,ITGB2,-2.0462325,4.43E-23,Ciliated,-1.215172422,4.41E-08,Aveolar cells,other
HSP90AA1,EGFR,2.214101974,1.90E-31,Ciliated,0.496472499,1,Aveolar cells,other
HSP90B1,ASGR1,0.48607636,0.00329304,Ciliated,-0.512148088,0.007339885,Aveolar cells,other
HSP90B1,LRP1,0.48607636,0.00329304,Ciliated,-0.905994064,0.058859707,Aveolar cells,other
HSP90B1,TLR1,0.48607636,0.00329304,Ciliated,-0.437710819,0.010778282,Aveolar cells,other
HSP90B1,TLR2,0.48607636,0.00329304,Ciliated,-0.146330061,1,Aveolar cells,other
HSP90B1,TLR4,0.48607636,0.00329304,Ciliated,-0.140070612,1,Aveolar cells,other
HSP90B1,TLR7,0.48607636,0.00329304,Ciliated,-0.151089034,0.493090788,Aveolar cells,other
HSPA1A,TLR4,1.392516709,7.58E-17,Ciliated,-0.140070612,1,Aveolar cells,other
HSPA8,ADRB2,0.927570756,4.10E-13,Ciliated,0.279681259,1,Aveolar cells,other
HSPA8,LDLR,0.927570756,4.10E-13,Ciliated,0.893353672,1,Aveolar cells,other
ICAM1,ITGAX,0.274938578,1,Ciliated,-0.536387713,7.10E-06,Aveolar cells,other
ICAM1,ITGB2,0.274938578,1,Ciliated,-1.215172422,4.41E-08,Aveolar cells,other
ICAM2,ITGB2,-0.202693952,1,Ciliated,-1.215172422,4.41E-08,Aveolar cells,other
IL16,KCNA3,0.150730072,1,Ciliated,-0.395189904,3.51E-09,Aveolar cells,other
INHBA,ACVR1B,-1.265182462,2.76E-20,Ciliated,-0.193063503,1,Aveolar cells,other
INHBA,ENG,-1.265182462,2.76E-20,Ciliated,-0.614744442,1,Aveolar cells,other
INHBA,SMAD3,-1.265182462,2.76E-20,Ciliated,0.188571918,1,Aveolar cells,other
INHBB,ACVR1B,0.415394539,1.27E-06,Ciliated,-0.193063503,1,Aveolar cells,other
INHBB,SMAD3,0.415394539,1.27E-06,Ciliated,0.188571918,1,Aveolar cells,other
LAMC2,CD151,0.82031142,1.75E-20,Ciliated,0.369122588,1,Aveolar cells,other
LAMC2,ITGA2,0.82031142,1.75E-20,Ciliated,0.611983623,1,Aveolar cells,other
LAMC2,ITGA3,0.82031142,1.75E-20,Ciliated,0.751828826,1,Aveolar cells,other
LAMC2,ITGA6,0.82031142,1.75E-20,Ciliated,0.157497029,1,Aveolar cells,other
LAMC2,ITGB1,0.82031142,1.75E-20,Ciliated,0.451650607,1,Aveolar cells,other
LGALS3BP,ITGB1,-0.708272775,6.88E-12,Ciliated,0.451650607,1,Aveolar cells,other
LGALS9,HAVCR2,-0.593927087,1.11E-09,Ciliated,-0.416695191,0.435934206,Aveolar cells,other
LPL,CD44,-0.782826741,2.98E-12,Ciliated,-0.545412781,1,Aveolar cells,other
LPL,LRP1,-0.782826741,2.98E-12,Ciliated,-0.905994064,0.058859707,Aveolar cells,other
LPL,SDC1,-0.782826741,2.98E-12,Ciliated,0.523666232,1,Aveolar cells,other
LRPAP1,LDLR,-0.762126715,2.55E-13,Ciliated,0.893353672,1,Aveolar cells,other
LRPAP1,LRP1,-0.762126715,2.55E-13,Ciliated,-0.905994064,0.058859707,Aveolar cells,other
LRPAP1,SORL1,-0.762126715,2.55E-13,Ciliated,0.202734752,1,Aveolar cells,other
LRPAP1,SORT1,-0.762126715,2.55E-13,Ciliated,-0.788642624,0.040943657,Aveolar cells,other
NUCB2,ERAP1,2.132800698,2.69E-34,Ciliated,-0.609782822,1,Aveolar cells,other
PIP,CD4,0.409478002,0.006050106,Ciliated,-0.366545787,1,Aveolar cells,other
PKM,CD44,-0.428801403,4.13E-05,Ciliated,-0.545412781,1,Aveolar cells,other
PSAP,LRP1,-1.211506774,3.16E-29,Ciliated,-0.905994064,0.058859707,Aveolar cells,other
PSAP,SORT1,-1.211506774,3.16E-29,Ciliated,-0.788642624,0.040943657,Aveolar cells,other
RPS19,C5AR1,-0.768002563,1.72E-20,Ciliated,-1.159936414,1.12E-07,Aveolar cells,other
RPS27A,ADRB2,-0.541346664,1.38E-17,Ciliated,0.279681259,1,Aveolar cells,other
RPS27A,LDLR,-0.541346664,1.38E-17,Ciliated,0.893353672,1,Aveolar cells,other
RPS27A,RIPK1,-0.541346664,1.38E-17,Ciliated,-0.212452829,1,Aveolar cells,other
RPS27A,SMAD3,-0.541346664,1.38E-17,Ciliated,0.188571918,1,Aveolar cells,other
RPS27A,TGFBR2,-0.541346664,1.38E-17,Ciliated,0.332569351,1,Aveolar cells,other
RPS27A,TLR4,-0.541346664,1.38E-17,Ciliated,-0.140070612,1,Aveolar cells,other
S100A8,TLR4,-0.656542772,0.000467257,Ciliated,-0.140070612,1,Aveolar cells,other
S100A9,TLR4,-0.814424231,3.15E-18,Ciliated,-0.140070612,1,Aveolar cells,other
SAA1,FPR1,2.15750806,5.58E-16,Ciliated,-0.575293372,1,Aveolar cells,other
SAA1,FPR2,2.15750806,5.58E-16,Ciliated,-0.134365376,1,Aveolar cells,other
SAA1,SCARB1,2.15750806,5.58E-16,Ciliated,-0.120971323,1,Aveolar cells,other
SELPLG,ESAM,-0.593241128,5.54E-09,Ciliated,0.337636447,1,Aveolar cells,other
SELPLG,ITGB2,-0.593241128,5.54E-09,Ciliated,-1.215172422,4.41E-08,Aveolar cells,other
SERPINA1,LRP1,-2.167187263,2.71E-35,Ciliated,-0.905994064,0.058859707,Aveolar cells,other
SERPING1,LRP1,-1.74777848,6.38E-28,Ciliated,-0.905994064,0.058859707,Aveolar cells,other
SLPI,CD4,3.635925537,2.43E-56,Ciliated,-0.366545787,1,Aveolar cells,other
SPP1,CD44,0.807149355,0.001495808,Ciliated,-0.545412781,1,Aveolar cells,other
SPP1,ITGA5,0.807149355,0.001495808,Ciliated,-0.253992407,1,Aveolar cells,other
SPP1,ITGB1,0.807149355,0.001495808,Ciliated,0.451650607,1,Aveolar cells,other
TGFB1,ACVRL1,-0.696596272,6.99E-12,Ciliated,-0.353740971,3.51E-09,Aveolar cells,other
TGFB1,CAV1,-0.696596272,6.99E-12,Ciliated,1.807763667,1,Aveolar cells,other
TGFB1,CD109,-0.696596272,6.99E-12,Ciliated,-0.39188026,4.93E-06,Aveolar cells,other
TGFB1,CXCR4,-0.696596272,6.99E-12,Ciliated,-0.185636946,1,Aveolar cells,other
TGFB1,ENG,-0.696596272,6.99E-12,Ciliated,-0.614744442,1,Aveolar cells,other
TGFB1,ITGB1,-0.696596272,6.99E-12,Ciliated,0.451650607,1,Aveolar cells,other
TGFB1,ITGB6,-0.696596272,6.99E-12,Ciliated,0.469410465,1,Aveolar cells,other
TGFB1,SMAD3,-0.696596272,6.99E-12,Ciliated,0.188571918,1,Aveolar cells,other
TGFB1,TGFBR2,-0.696596272,6.99E-12,Ciliated,0.332569351,1,Aveolar cells,other
THBS1,CD36,-0.525292847,2.60E-06,Ciliated,-0.215633957,1,Aveolar cells,other
THBS1,CD47,-0.525292847,2.60E-06,Ciliated,0.68199228,1,Aveolar cells,other
THBS1,ITGA3,-0.525292847,2.60E-06,Ciliated,0.751828826,1,Aveolar cells,other
THBS1,ITGA6,-0.525292847,2.60E-06,Ciliated,0.157497029,1,Aveolar cells,other
THBS1,ITGB1,-0.525292847,2.60E-06,Ciliated,0.451650607,1,Aveolar cells,other
THBS1,LRP1,-0.525292847,2.60E-06,Ciliated,-0.905994064,0.058859707,Aveolar cells,other
THBS1,LRP5,-0.525292847,2.60E-06,Ciliated,0.143199661,1,Aveolar cells,other
THBS1,SCARB1,-0.525292847,2.60E-06,Ciliated,-0.120971323,1,Aveolar cells,other
THBS1,SDC1,-0.525292847,2.60E-06,Ciliated,0.523666232,1,Aveolar cells,other
THBS1,SDC4,-0.525292847,2.60E-06,Ciliated,1.222165891,1,Aveolar cells,other
TIMP2,ITGA3,-0.873792356,3.07E-15,Ciliated,0.751828826,1,Aveolar cells,other
TIMP2,ITGB1,-0.873792356,3.07E-15,Ciliated,0.451650607,1,Aveolar cells,other
TNFSF10,TNFRSF10A,0.651005292,5.75E-05,Ciliated,0.168104221,1,Aveolar cells,other
TNFSF13,FAS,-1.074036579,2.38E-23,Ciliated,0.523348913,1,Aveolar cells,other
TNFSF13,TNFRSF14,-1.074036579,2.38E-23,Ciliated,-0.394760904,1,Aveolar cells,other
TNFSF13,TNFRSF1A,-1.074036579,2.38E-23,Ciliated,-0.316726683,1,Aveolar cells,other
UBA52,ADRB2,-0.63480678,2.48E-16,Ciliated,0.279681259,1,Aveolar cells,other
UBA52,EGFR,-0.63480678,2.48E-16,Ciliated,0.496472499,1,Aveolar cells,other
UBA52,LDLR,-0.63480678,2.48E-16,Ciliated,0.893353672,1,Aveolar cells,other
UBA52,RIPK1,-0.63480678,2.48E-16,Ciliated,-0.212452829,1,Aveolar cells,other
UBA52,SMAD3,-0.63480678,2.48E-16,Ciliated,0.188571918,1,Aveolar cells,other
UBA52,TGFBR2,-0.63480678,2.48E-16,Ciliated,0.332569351,1,Aveolar cells,other
UBA52,TLR4,-0.63480678,2.48E-16,Ciliated,-0.140070612,1,Aveolar cells,other
UBC,ADRB2,0.746094894,2.60E-11,Ciliated,0.279681259,1,Aveolar cells,other
UBC,LDLR,0.746094894,2.60E-11,Ciliated,0.893353672,1,Aveolar cells,other
UBC,RIPK1,0.746094894,2.60E-11,Ciliated,-0.212452829,1,Aveolar cells,other
UBC,SMAD3,0.746094894,2.60E-11,Ciliated,0.188571918,1,Aveolar cells,other
UBC,TGFBR2,0.746094894,2.60E-11,Ciliated,0.332569351,1,Aveolar cells,other
UBC,TLR4,0.746094894,2.60E-11,Ciliated,-0.140070612,1,Aveolar cells,other
VIM,CD44,-2.258871908,1.60E-37,Ciliated,-0.545412781,1,Aveolar cells,other
TYROBP,TREM1,-2.244469877,1.87E-35,Ciliated,-1.562944238,1.97E-14,Aveolar cells,other
SYK,FCGR2A,-0.49354383,2.35E-05,Ciliated,-1.150644523,2.56E-08,Aveolar cells,other
LGALS1,ITGB1,-1.489979294,2.66E-27,Ciliated,0.451650607,1,Aveolar cells,other
LGALS1,PTPRC,-1.489979294,2.66E-27,Ciliated,-0.987752264,0.001231336,Aveolar cells,other
PECAM1,CD38,-1.028327095,3.68E-19,Ciliated,0.325922711,1,Aveolar cells,other
MRC1,PTPRC,-1.568257399,4.45E-29,Ciliated,-0.987752264,0.001231336,Aveolar cells,other
ICAM1,SPN,0.274938578,1,Ciliated,-0.883102481,5.26E-05,Aveolar cells,other
ADAM9,ITGA3,0.256031867,1,Aveolar cells,0.372366526,2.97E-05,Ciliated,other
AGRN,LRP1,0.457411052,1,Aveolar cells,-0.924750868,1.61E-17,Ciliated,other
ALOX5AP,ALOX5,-2.41902917,4.54E-12,Aveolar cells,-1.225292359,7.25E-28,Ciliated,other
APOE,LDLR,-2.58861817,1.41E-08,Aveolar cells,0.511554188,1,Ciliated,other
APOE,LRP1,-2.58861817,1.41E-08,Aveolar cells,-0.924750868,1.61E-17,Ciliated,other
APOE,LRP5,-2.58861817,1.41E-08,Aveolar cells,0.153394064,0.024366917,Ciliated,other
APOE,LRP8,-2.58861817,1.41E-08,Aveolar cells,0.299471972,0.003032852,Ciliated,other
APP,CD74,0.904269751,1,Aveolar cells,-1.45561727,3.46E-35,Ciliated,other
APP,LRP1,0.904269751,1,Aveolar cells,-0.924750868,1.61E-17,Ciliated,other
APP,TNFRSF21,0.904269751,1,Aveolar cells,0.523727236,9.73E-05,Ciliated,other
C1QB,LRP1,-3.036669765,9.52E-10,Aveolar cells,-0.924750868,1.61E-17,Ciliated,other
C3,CD81,0.976780056,1,Aveolar cells,-1.056344864,1.80E-22,Ciliated,other
C3,IFITM1,0.976780056,1,Aveolar cells,2.541016126,1.01E-49,Ciliated,other
C3,ITGAX,0.976780056,1,Aveolar cells,-0.374591724,0.003386175,Ciliated,other
C3,ITGB2,0.976780056,1,Aveolar cells,-0.926322467,5.74E-19,Ciliated,other
C3,LRP1,0.976780056,1,Aveolar cells,-0.924750868,1.61E-17,Ciliated,other
C4BPA,LRP1,0.468092934,1,Aveolar cells,-0.924750868,1.61E-17,Ciliated,other
CALM1,MYLK,-0.217462749,1,Aveolar cells,0.580392583,1.05E-11,Ciliated,other
CALM2,MYLK,0.764681561,1,Aveolar cells,0.580392583,1.05E-11,Ciliated,other
CALM3,MYLK,0.288334143,1,Aveolar cells,0.580392583,1.05E-11,Ciliated,other
CALR,ITGA3,0.277171786,1,Aveolar cells,0.372366526,2.97E-05,Ciliated,other
CALR,LRP1,0.277171786,1,Aveolar cells,-0.924750868,1.61E-17,Ciliated,other
CD14,ITGB2,-1.03444067,1,Aveolar cells,-0.926322467,5.74E-19,Ciliated,other
CD55,ADGRE5,1.476581574,1,Aveolar cells,-0.565366184,1.01E-06,Ciliated,other
CDH1,IGF1R,0.879941325,1,Aveolar cells,0.444938746,5.62E-09,Ciliated,other
CDH1,PTPRF,0.879941325,1,Aveolar cells,0.85399483,1.07E-25,Ciliated,other
CGN,OCLN,0.33633846,1,Aveolar cells,0.409118567,6.60E-06,Ciliated,other
COL6A1,ITGA2,-0.221134964,1,Aveolar cells,0.323465027,7.13E-08,Ciliated,other
COL8A1,ITGA2,0.225285557,1,Aveolar cells,0.323465027,7.13E-08,Ciliated,other
CYR61,ITGB2,1.3351294,1,Aveolar cells,-0.926322467,5.74E-19,Ciliated,other
DKK1,KREMEN1,0.559145676,1,Aveolar cells,0.317791318,4.64E-05,Ciliated,other
DUSP18,CD151,0.213218885,1,Aveolar cells,-0.940314688,4.78E-15,Ciliated,other
DUSP18,ITGA2,0.213218885,1,Aveolar cells,0.323465027,7.13E-08,Ciliated,other
DUSP18,ITGA3,0.213218885,1,Aveolar cells,0.372366526,2.97E-05,Ciliated,other
DUSP18,ITGB4,0.213218885,1,Aveolar cells,0.320057626,0.003032852,Ciliated,other
EFNA1,EPHA2,0.761611187,1,Aveolar cells,0.39130006,1.27E-06,Ciliated,other
EFNA4,EPHA2,-0.160713547,1,Aveolar cells,0.39130006,1.27E-06,Ciliated,other
FN1,CD44,-0.683114864,1,Aveolar cells,-1.145435953,4.54E-21,Ciliated,other
FN1,ITGA2,-0.683114864,1,Aveolar cells,0.323465027,7.13E-08,Ciliated,other
FN1,ITGA3,-0.683114864,1,Aveolar cells,0.372366526,2.97E-05,Ciliated,other
FN1,PLAUR,-0.683114864,1,Aveolar cells,-1.019563315,1.79E-19,Ciliated,other
GNAI2,IGF1R,-0.666579852,0.097788376,Aveolar cells,0.444938746,5.62E-09,Ciliated,other
GNAI2,PTPRU,-0.666579852,0.097788376,Aveolar cells,0.287340455,0.000367958,Ciliated,other
GNAI2,S1PR4,-0.666579852,0.097788376,Aveolar cells,-0.4858567,5.70E-05,Ciliated,other
HBEGF,CD44,0.368291295,1,Aveolar cells,-1.145435953,4.54E-21,Ciliated,other
HBEGF,ERBB2,0.368291295,1,Aveolar cells,0.468367009,2.04E-08,Ciliated,other
HLA-A,APLP2,0.501543245,1,Aveolar cells,-0.399890848,0.008697482,Ciliated,other
HLA-A,ERBB2,0.501543245,1,Aveolar cells,0.468367009,2.04E-08,Ciliated,other
HLA-C,DDR1,-0.665127334,1,Aveolar cells,0.724120103,1.04E-17,Ciliated,other
HLA-G,CD4,0.700747696,1,Aveolar cells,-0.374168118,0.007444583,Ciliated,other
HP,ASGR1,-1.89694904,2.01E-17,Aveolar cells,-0.247077394,1,Ciliated,other
HP,ITGB2,-1.89694904,2.01E-17,Aveolar cells,-0.926322467,5.74E-19,Ciliated,other
HSP90AA1,ERBB2,1.020398578,1,Aveolar cells,0.468367009,2.04E-08,Ciliated,other
HSP90B1,ERBB2,0.739187175,1,Aveolar cells,0.468367009,2.04E-08,Ciliated,other
HSP90B1,LRP1,0.739187175,1,Aveolar cells,-0.924750868,1.61E-17,Ciliated,other
HSPG2,ITGA2,0.212849134,1,Aveolar cells,0.323465027,7.13E-08,Ciliated,other
HSPG2,LRP1,0.212849134,1,Aveolar cells,-0.924750868,1.61E-17,Ciliated,other
ICAM1,ITGAL,1.351767907,1,Aveolar cells,-0.442363695,0.001949167,Ciliated,other
ICAM1,ITGAX,1.351767907,1,Aveolar cells,-0.374591724,0.003386175,Ciliated,other
ICAM1,ITGB2,1.351767907,1,Aveolar cells,-0.926322467,5.74E-19,Ciliated,other
ICAM2,ITGAL,-0.176391499,1,Aveolar cells,-0.442363695,0.001949167,Ciliated,other
ICAM2,ITGB2,-0.176391499,1,Aveolar cells,-0.926322467,5.74E-19,Ciliated,other
ICAM4,ITGAL,-0.214487022,1,Aveolar cells,-0.442363695,0.001949167,Ciliated,other
ICAM4,ITGB2,-0.214487022,1,Aveolar cells,-0.926322467,5.74E-19,Ciliated,other
IL16,CD4,-0.150558918,1,Aveolar cells,-0.374168118,0.007444583,Ciliated,other
INHBA,ACVR1,-1.334243539,6.76E-18,Aveolar cells,0.212270407,1,Ciliated,other
INHBA,ACVR1B,-1.334243539,6.76E-18,Aveolar cells,0.159406265,1,Ciliated,other
INHBA,ENG,-1.334243539,6.76E-18,Aveolar cells,-0.596484658,2.70E-07,Ciliated,other
INHBA,TGFBR3,-1.334243539,6.76E-18,Aveolar cells,0.159192374,0.024366917,Ciliated,other
LAMA5,ITGA2,0.152958787,1,Aveolar cells,0.323465027,7.13E-08,Ciliated,other
LAMA5,ITGA3,0.152958787,1,Aveolar cells,0.372366526,2.97E-05,Ciliated,other
LAMA5,ITGB4,0.152958787,1,Aveolar cells,0.320057626,0.003032852,Ciliated,other
LAMB2,ITGA3,0.303101794,1,Aveolar cells,0.372366526,2.97E-05,Ciliated,other
LAMB2,ITGB4,0.303101794,1,Aveolar cells,0.320057626,0.003032852,Ciliated,other
LAMB3,CD151,0.84379966,1,Aveolar cells,-0.940314688,4.78E-15,Ciliated,other
LAMB3,ITGA2,0.84379966,1,Aveolar cells,0.323465027,7.13E-08,Ciliated,other
LAMB3,ITGA3,0.84379966,1,Aveolar cells,0.372366526,2.97E-05,Ciliated,other
LAMB3,ITGB4,0.84379966,1,Aveolar cells,0.320057626,0.003032852,Ciliated,other
LAMC1,ITGA2,0.15262427,1,Aveolar cells,0.323465027,7.13E-08,Ciliated,other
LAMC1,ITGA3,0.15262427,1,Aveolar cells,0.372366526,2.97E-05,Ciliated,other
LAMC1,ITGB4,0.15262427,1,Aveolar cells,0.320057626,0.003032852,Ciliated,other
LAMC2,CD151,0.825018266,1,Aveolar cells,-0.940314688,4.78E-15,Ciliated,other
LAMC2,ITGA2,0.825018266,1,Aveolar cells,0.323465027,7.13E-08,Ciliated,other
LAMC2,ITGA3,0.825018266,1,Aveolar cells,0.372366526,2.97E-05,Ciliated,other
LAMC2,ITGB4,0.825018266,1,Aveolar cells,0.320057626,0.003032852,Ciliated,other
LPL,CD44,-0.707802,1.11E-06,Aveolar cells,-1.145435953,4.54E-21,Ciliated,other
LPL,LRP1,-0.707802,1.11E-06,Aveolar cells,-0.924750868,1.61E-17,Ciliated,other
LRPAP1,LRP1,-0.821287604,1,Aveolar cells,-0.924750868,1.61E-17,Ciliated,other
LRPAP1,LRP8,-0.821287604,1,Aveolar cells,0.299471972,0.003032852,Ciliated,other
LRPAP1,SORT1,-0.821287604,1,Aveolar cells,-0.437526036,2.24E-05,Ciliated,other
LTB,TNFRSF1A,-0.14575383,1,Aveolar cells,-0.398852421,0.001511235,Ciliated,other
LYZ,ITGAL,-2.432510322,2.28E-09,Aveolar cells,-0.442363695,0.001949167,Ciliated,other
MDK,LRP1,1.426970922,1,Aveolar cells,-0.924750868,1.61E-17,Ciliated,other
MDK,SDC4,1.426970922,1,Aveolar cells,0.901219995,6.20E-16,Ciliated,other
MDK,TSPAN1,1.426970922,1,Aveolar cells,2.411961824,1.19E-52,Ciliated,other
NTS,SORT1,0.827095678,1,Aveolar cells,-0.437526036,2.24E-05,Ciliated,other
P4HB,GPR162,0.848758691,1,Aveolar cells,1.150230844,1.31E-28,Ciliated,other
PKM,CD44,-0.403288638,1,Aveolar cells,-1.145435953,4.54E-21,Ciliated,other
PLAU,ITGA3,-0.422118921,1,Aveolar cells,0.372366526,2.97E-05,Ciliated,other
PLAU,ITGB2,-0.422118921,1,Aveolar cells,-0.926322467,5.74E-19,Ciliated,other
PLAU,LRP1,-0.422118921,1,Aveolar cells,-0.924750868,1.61E-17,Ciliated,other
PLAU,PLAUR,-0.422118921,1,Aveolar cells,-1.019563315,1.79E-19,Ciliated,other
PLAU,ST14,-0.422118921,1,Aveolar cells,0.643153576,8.59E-06,Ciliated,other
PSAP,CELSR1,-1.570970145,0.340784172,Aveolar cells,0.488405862,1.74E-11,Ciliated,other
PSAP,LRP1,-1.570970145,0.340784172,Aveolar cells,-0.924750868,1.61E-17,Ciliated,other
PSAP,SORT1,-1.570970145,0.340784172,Aveolar cells,-0.437526036,2.24E-05,Ciliated,other
PSEN1,CD44,-0.424538281,1,Aveolar cells,-1.145435953,4.54E-21,Ciliated,other
RPS27A,ERBB2,0.156023235,1,Aveolar cells,0.468367009,2.04E-08,Ciliated,other
RSPO3,SDC4,-0.232131814,4.14E-05,Aveolar cells,0.901219995,6.20E-16,Ciliated,other
RTN4,TNFRSF19,-0.46368055,1,Aveolar cells,0.529834422,1.05E-11,Ciliated,other
SCGB3A1,MARCO,3.982757954,1,Aveolar cells,-2.033463773,2.79E-33,Ciliated,other
SCGB3A2,MARCO,0.427596248,1,Aveolar cells,-2.033463773,2.79E-33,Ciliated,other
SELPLG,ITGB2,-0.884718383,1.76E-07,Aveolar cells,-0.926322467,5.74E-19,Ciliated,other
SEMA4B,DCBLD2,0.312930982,1,Aveolar cells,0.261466247,0.005924435,Ciliated,other
SEMA4D,ERBB2,-0.183790054,1,Aveolar cells,0.468367009,2.04E-08,Ciliated,other
SEMA4D,PLXNB1,-0.183790054,1,Aveolar cells,0.529632755,3.89E-09,Ciliated,other
SEMA4D,PLXNB2,-0.183790054,1,Aveolar cells,0.724208339,6.48E-07,Ciliated,other
SERPINA1,LRP1,-0.968702197,1,Aveolar cells,-0.924750868,1.61E-17,Ciliated,other
SERPING1,LRP1,-1.442661963,0.03758078,Aveolar cells,-0.924750868,1.61E-17,Ciliated,other
SFTPD,LY96,0.77088216,1,Aveolar cells,-0.450869767,2.09E-06,Ciliated,other
SLPI,CD4,4.267753668,1,Aveolar cells,-0.374168118,0.007444583,Ciliated,other
SPINT1,ST14,0.6572135,1,Aveolar cells,0.643153576,8.59E-06,Ciliated,other
TFPI,LRP1,0.529522967,1,Aveolar cells,-0.924750868,1.61E-17,Ciliated,other
TFPI,SDC4,0.529522967,1,Aveolar cells,0.901219995,6.20E-16,Ciliated,other
TGFB1,ENG,-0.968884635,0.011686556,Aveolar cells,-0.596484658,2.70E-07,Ciliated,other
TIMP1,CD63,-0.239920655,1,Aveolar cells,-0.646349085,3.42E-16,Ciliated,other
